ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-L+StopWordRemoval,FNS31879,31879.TXT,0.36179,0.20450,0.26130,4

ROUGE-1+StopWordRemoval,FNS31879,31879.TXT,0.47418,0.24560,0.32360,4

ROUGE-2+StopWordRemoval,FNS31879,31879.TXT,0.31140,0.12770,0.18113,4

ROUGE-SU4+StopWordRemoval,FNS31879,31879.TXT,0.35423,0.13674,0.19731,4

ROUGE-L+StopWordRemoval,FNS31517,31517.TXT,0.31525,0.20674,0.24972,4

ROUGE-1+StopWordRemoval,FNS31517,31517.TXT,0.37626,0.24761,0.29867,4

ROUGE-2+StopWordRemoval,FNS31517,31517.TXT,0.20566,0.10892,0.14241,4

ROUGE-SU4+StopWordRemoval,FNS31517,31517.TXT,0.27926,0.13934,0.18592,4

ROUGE-L+StopWordRemoval,FNS32848,32848.TXT,0.32939,0.19765,0.24706,3

ROUGE-1+StopWordRemoval,FNS32848,32848.TXT,0.40243,0.21744,0.28233,3

ROUGE-2+StopWordRemoval,FNS32848,32848.TXT,0.17016,0.07391,0.10306,3

ROUGE-SU4+StopWordRemoval,FNS32848,32848.TXT,0.27316,0.10787,0.15466,3

ROUGE-L+StopWordRemoval,FNS32849,32849.TXT,0.23632,0.38295,0.29228,3

ROUGE-1+StopWordRemoval,FNS32849,32849.TXT,0.22415,0.48610,0.30682,3

ROUGE-2+StopWordRemoval,FNS32849,32849.TXT,0.09696,0.18399,0.12700,3

ROUGE-SU4+StopWordRemoval,FNS32849,32849.TXT,0.15559,0.25259,0.19256,3

ROUGE-L+StopWordRemoval,FNS32609,32609.TXT,0.30937,0.17521,0.22372,3

ROUGE-1+StopWordRemoval,FNS32609,32609.TXT,0.36533,0.18600,0.24650,3

ROUGE-2+StopWordRemoval,FNS32609,32609.TXT,0.14065,0.06313,0.08714,3

ROUGE-SU4+StopWordRemoval,FNS32609,32609.TXT,0.21988,0.09518,0.13286,3

